brand,product_name,price_with_discount,original_price,discount_percentage,image,link,sub_category,category
ALICANTE,Sopa Crema Zapallo Alicante 73 Gr,$1.450,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/709384-500-auto?v=637926322377930000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/sopa-crema-zapallo-alicante-73-gr/p,caldos-sopas-pure-y-bolsas-para-horno,almacen
ALICANTE,Sopade Fideos Con Verdura Alicante 72 Gr,$1.450,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/696105-500-auto?v=637854610534670000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/sopade-fideos-con-verdura-alicante-72-gr/p,caldos-sopas-pure-y-bolsas-para-horno,almacen
BOX,Sopa Menu Box Vegetales Anill X 45 Gr,$2.900,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/822291-500-auto?v=638508232369800000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/sopa-menu-box-vegetales-anill-x-45-gr/p,caldos-sopas-pure-y-bolsas-para-horno,almacen
BOX,Sopa Menu Box Pollo Anillitos X 45 Gr,$2.900,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/822294-500-auto?v=638508232379530000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/sopa-menu-box-pollo-anillitos-x-45-gr/p,caldos-sopas-pure-y-bolsas-para-horno,almacen
ALICANTE,Sopa Criolla Vegetales Alicante 72 Gr,$1.450,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/696111-500-auto?v=637854610557070000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/sopa-criolla-vegetales-alicante-72-gr/p,caldos-sopas-pure-y-bolsas-para-horno,almacen
ALICANTE,Bolsas Para Horno Alicante Albahca Y Ajo X30gr,$2.350,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/682263-500-auto?v=637759677795270000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/bolsas-para-horno-alicante-albahca-y-ajo-x30gr/p,caldos-sopas-pure-y-bolsas-para-horno,almacen
ALICANTE,Sopa Crema Natural Alicante Legum Y Vegetales,$1.450,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/692359-500-auto?v=637819402345700000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/sopa-crema-natural-alicante-legum-y-vegetales/p,caldos-sopas-pure-y-bolsas-para-horno,almacen
MAMA COCINA,Pure De Papas Mama Cocina Completa X100g,$2.400,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/791814-500-auto?v=638291793722600000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/pure-de-papas-mama-cocina-completa-x100g/p,caldos-sopas-pure-y-bolsas-para-horno,almacen
FRAMS,Sopa Light De Verduras Sin Sal Frams 50 Gr,$2.750,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/765755-500-auto?v=638096745991430000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/sopa-light-de-verduras-sin-sal-frams-50-gr/p,caldos-sopas-pure-y-bolsas-para-horno,almacen
LA CAMPAGNOLA,Atun Al Natural La Campagnola 170 Gr,$4.227,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/703709-500-auto?v=637895325885100000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/atun-al-natural-la-campagnola-170-gr/p,conservas,almacen
CUISINE & CO NBE MP,Lomo De Atun Al Natural Cuisine & Co 120gr Escurrido 170 Gr Neto,$2.500,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/589055-500-auto?v=637280470874970000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/lomo-de-atun-al-natural-cuisine-co-120gr-escurrido-170-gr-neto-2/p,conservas,almacen
CUISINE & CO NBE MP,Lomo De Atun En Aceite Vegetal Cuisine-co 120 Gr,$2.500,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/791407-500-auto?v=638288337830470000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/lomo-de-atun-en-aceite-vegetal-cuisine-co-120-gr/p,conservas,almacen
LA CAMPAGNOLA,Atun En Aceite La Campagnola 170 Gr,$4.227,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/703708-500-auto?v=637895325882100000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/atun-en-aceite-la-campagnola-170-gr/p,conservas,almacen
CUISINE & CO NBE MP,Duraznos En Mitades Cuisine & Co 820gr,$2.300,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/619256-500-auto?v=637460610103530000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/duraznos-en-mitades-cuisine-co-820gr/p,conservas,almacen
CUISINE & CO NBE MP,Arvejas Cuisine-co 300 Gr,$700,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/684934-500-auto?v=637781827811000000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/arvejas-cuisine-co-300-gr/p,conservas,almacen
ARCOR,Choclo Cremoso Amarillo Arcor 300 Gr,$1.500,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/206688-500-auto?v=636383697870130000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/choclo-cremoso-amarillo-arcor-300-gr/p,conservas,almacen
ARCOR,Arvejas Seca Arcor X300gr,$1.050,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/705427-500-auto?v=637904829687600000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/arvejas-seca-arcor-x300gr-2/p,conservas,almacen
SWIFT,Pate De Foie Swift 90 Gr,$820,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/769206-500-auto?v=638119858060070000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/pate-de-foie-swift-90-gr/p,conservas,almacen
CUISINE & CO NBE MP,Lentejas Cuisine-co 300 Gr,"$637,5",$850,-25%,https://jumboargentinaio.vtexassets.com/arquivos/ids/684928-500-auto?v=637781827791300000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/lentejas-cuisine-co-300-gr/p,conservas,almacen
CUISINE & CO NBE MP,Duraznos En Mitades Cuisine-co 485 Gr,$1.725,$2.300,-25%,https://jumboargentinaio.vtexassets.com/arquivos/ids/602275-500-auto?v=637353912222500000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/duraznos-en-mitades-cuisine-co-485-gr/p,conservas,almacen
INALPA,Granos De Choclo Amarillos Inalpa 300 Gr,$1.430,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/693196-500-auto?v=637828905750470000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/granos-de-choclo-amarillos-inalpa-300-gr/p,conservas,almacen
CUISINE & CO NBE MP,Duraznos Dieteticos Cuisine & Co 800,$1.725,$2.300,-25%,https://jumboargentinaio.vtexassets.com/arquivos/ids/602273-500-auto?v=637353912217000000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/duraznos-dieteticos-cuisine-co-800/p,conservas,almacen
MAROLIO,Arvejas Marolio Tetra Recart 340 Gr,"$794,95",,,https://jumboargentinaio.vtexassets.com/arquivos/ids/552112-500-auto?v=637073977052430000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/arvejas-marolio-tetra-recart-340-gr/p,conservas,almacen
SWIFT,Picadillo De Carne Swift 90 Gr,$820,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/769202-500-auto?v=638119858050130000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/picadillo-de-carne-swift-90-gr/p,conservas,almacen
INALPA,Jardinera De Hortalizas Y Legumbres Inalpa 300 Gr,$750,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/693207-500-auto?v=637828905791230000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/jardinera-de-hortalizas-y-legumbres-inalpa-300-gr/p,conservas,almacen
CUISINE & CO NBE MP,Palmitos Enteros Cuisine-co 500 Gr,"$5.362,5",$7.150,-25%,https://jumboargentinaio.vtexassets.com/arquivos/ids/791397-500-auto?v=638288337793700000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/palmitos-enteros-cuisine-co-500-gr/p,conservas,almacen
CUISINE & CO NBE MP,Palmitos Enteros 220 Gr Cuisine & Co,"$2.887,5",$3.850,-25%,https://jumboargentinaio.vtexassets.com/arquivos/ids/791398-500-auto?v=638288337797670000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/palmitos-enteros-220-gr-cuisine-co/p,conservas,almacen
CUISINE & CO NBE MP,Filet Anchoas Cuisine-co 90 Gr,"$4.012,5",$5.350,-25%,https://jumboargentinaio.vtexassets.com/arquivos/ids/601182-500-auto?v=637351320475470000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/filet-anchoas-cuisine-co-90-gr/p,conservas,almacen
CUISINE & CO NBE MP,Sardinas En Aceite cuisine-co 160 Gr,$1.800,$2.400,-25%,https://jumboargentinaio.vtexassets.com/arquivos/ids/791447-500-auto?v=638288337989430000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/sardinas-en-aceite-cuisine-co-160-gr/p,conservas,almacen
CUISINE & CO NBE MP,Palmitos En Trozos Cuisine-co 500 Gr,$5.700,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/791396-500-auto?v=638288337790300000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/palmitos-en-trozos-cuisine-co-500-gr/p,conservas,almacen
CUISINE & CO NBE MP,Hummus Clasico Cuisine-co 230 Gr,$2.950,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/788817-500-auto?v=638258097997600000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/hummus-clasico-cuisine-co-230-gr/p,conservas,almacen
ARCOR,Choclo Entero Arcor 300 Gr,$1.650,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/835254-500-auto?v=638623486337730000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/choclo-entero-arcor-300-gr/p,conservas,almacen
CUISINE & CO NBE MP,Remolacha Cuisine-co 300 Gr,$1.250,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/763162-500-auto?v=638076874109070000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/remolacha-cuisine-co-300-gr/p,conservas,almacen
CUISINE & CO NBE MP,Palmitos Trozos Cuisine & Co 400 Gr,$3.000,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/791399-500-auto?v=638288337802100000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/palmitos-trozos-cuisine-co-400-gr/p,conservas,almacen
CUISINE & CO NBE MP,Arveja Sin Sal Agregada Cuisine-co 300 Gr,$700,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/684935-500-auto?v=637781827814430000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/arveja-sin-sal-agregada-cuisine-co-300-gr/p,conservas,almacen
MAXIMA MP,Atún Desmenuzado Maxima Te Conviene En Aceite 120 Gr,$1.300,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/550245-500-auto?v=637056691547470000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/atun-desmenuzado-maxima-te-conviene-en-aceite-120-gr-2/p,conservas,almacen
CUISINE & CO NBE MP,Coctel De Cuatro Frutas Cuisine & Co 485 Gr,$3.600,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/602274-500-auto?v=637353912220600000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/coctel-de-cuatro-frutas-cuisine-co-485-gr/p,conservas,almacen
CUISINE & CO NBE MP,Poroto Negro Cuisine-co 300 Gr,"$637,5",$850,-25%,https://jumboargentinaio.vtexassets.com/arquivos/ids/684926-500-auto?v=637781827783300000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/poroto-negro-cuisine-co-300-gr/p,conservas,almacen
GENTLEMAN,Palmitos Gentleman 230 Gr,$10.200,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/340002-500-auto?v=636439400581030000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/palmitos-gentleman-230-gr/p,conservas,almacen
LA CAMPAGNOLA,Choclo Entero Arcor La Campagnola 300g,$1.950,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/764428-500-auto?v=638088969957400000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/choclo-entero-arcor-la-campagnola-300g/p,conservas,almacen
CUISINE & CO NBE MP,Jardinera Cuisine-co 300 Gr,$1.100,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/763164-500-auto?v=638076874115470000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/jardinera-cuisine-co-300-gr/p,conservas,almacen
LA CAMPAGNOLA,Choclo Cremoso La Campagnola 300 Gr,"$1.650,63",,,https://jumboargentinaio.vtexassets.com/arquivos/ids/820028-500-auto?v=638494185867570000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/choclo-cremoso-la-campagnola-300-gr/p,conservas,almacen
ALCO,Duraznos Alco Al Natural 850 G,$2.600,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/620297-500-auto?v=637466226542300000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/duraznos-alco-al-natural-3/p,conservas,almacen
CUISINE & CO NBE MP,Poroto Colorado Cuisine-co 300 Gr,"$637,5",$850,-25%,https://jumboargentinaio.vtexassets.com/arquivos/ids/684927-500-auto?v=637781827787700000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/poroto-colorado-cuisine-co-300-gr/p,conservas,almacen
INALPA,Choclo Blanco Tipo Cremoso Inalpa 300 Gr,$650,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/693198-500-auto?v=637828905757000000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/choclo-blanco-tipo-cremoso-inalpa-300-gr/p,conservas,almacen
CUISINE & CO NBE MP,Dueto Arveja Y Choclo Cuisine & Co 300gr,$750,$1.000,-25%,https://jumboargentinaio.vtexassets.com/arquivos/ids/763165-500-auto?v=638076874118400000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/dueto-arveja-y-choclo-cuisine-co-300gr-2/p,conservas,almacen
CUISINE & CO NBE MP,Duraznos Ligt Cuisine & Co 820gr,$1.725,$2.300,-25%,https://jumboargentinaio.vtexassets.com/arquivos/ids/619255-500-auto?v=637460610084330000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/duraznos-ligt-cuisine-co-820gr/p,conservas,almacen
CUISINE & CO NBE MP,Hummus Pimento Ajo Y Perejil Cusine-co 230 Gr,"$2.212,5",$2.950,-25%,https://jumboargentinaio.vtexassets.com/arquivos/ids/788821-500-auto?v=638258098010400000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/hummus-pimento-ajo-y-perejil-cusine-co-230-gr/p,conservas,almacen
LA CAMPAGNOLA,Arvejas La Campagnola 195 Gr,$1.200,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/711890-500-auto?v=637943710473000000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/arvejas-la-campagnola-195-gr/p,conservas,almacen
CUISINE & CO NBE MP,Porotos Cuisine-co 300 Gr,"$637,5",$850,-25%,https://jumboargentinaio.vtexassets.com/arquivos/ids/763163-500-auto?v=638076874112030000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/porotos-cuisine-co-300-gr/p,conservas,almacen
CUISINE & CO NBE MP,Peras En Mitades cuisine & Co 820gr,$2.325,$3.100,-25%,https://jumboargentinaio.vtexassets.com/arquivos/ids/621402-500-auto?v=637473138549270000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/peras-en-mitades-cuisine-co-820gr/p,conservas,almacen
CUISINE & CO NBE MP,Caballa En Aceite Cuisine-co 380 Gr,$2.250,$3.000,-25%,https://jumboargentinaio.vtexassets.com/arquivos/ids/791457-500-auto?v=638288338024170000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/caballa-en-aceite-cuisine-co-380-gr/p,conservas,almacen
CARACAS,Champignón En Trozos Caracas 230 Gr,$4.050,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/650665-500-auto?v=637595826322770000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/champignon-en-trozos-caracas-230-gr/p,conservas,almacen
ARCOR,Lentejas Arcor X300g,$1.200,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/704422-500-auto?v=637897918186800000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/lentejas-arcor-x300g-2/p,conservas,almacen
CARACAS,Pimiento Morrón Entero Caracas 185 Gr,$3.300,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/167538-500-auto?v=636383095694230000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/pimiento-morron-entero-caracas-185-gr/p,conservas,almacen
CUISINE & CO NBE MP,Surtido De Mariscos Al Natural Cuisine-co 190 Gr,"$2.767,5",$3.690,-25%,https://jumboargentinaio.vtexassets.com/arquivos/ids/753782-500-auto?v=638016393996770000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/surtido-de-mariscos-al-natural-cuisine-co-190-gr/p,conservas,almacen
ARCOR,Lentejas En Lata La Campagnola 300 Gr,$1.400,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/833609-500-auto?v=638614842408670000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/lentejas-en-lata-la-campagnola-300-gr/p,conservas,almacen
KAMAR,Hummus Guacamole Kamar 230 Gr,$4.959,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/788059-500-auto?v=638247946142700000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/hummus-guacamole-kamar-230-gr/p,conservas,almacen
LA GIOCONDA,Durazno En Almibar la gioconda eop X820g,$3.400,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/773734-500-auto?v=638145021873770000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/durazno-en-almibar-la-gioconda-eop-x820g/p,conservas,almacen
GENTLEMAN,Coraz Alcaucil Gentleman Frasco,$7.750,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/548159-500-auto?v=637043732492870000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/coraz-alcaucil-gentleman-frasco/p,conservas,almacen
CUISINE & CO NBE MP,Porotos De Soja Cuisine-co 300 Gr,$525,$700,-25%,https://jumboargentinaio.vtexassets.com/arquivos/ids/684945-500-auto?v=637781827835570000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/porotos-de-soja-cuisine-co-300-gr/p,conservas,almacen
KAMAR,Hummus Ajo Y Sesamo Kamar 230 Gr,$3.486,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/788062-500-auto?v=638247946152500000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/hummus-ajo-y-sesamo-kamar-230-gr/p,conservas,almacen
KAMAR,Hummus Clasico Con Pasta De Mani Kamar 230 Gr,$3.486,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/788058-500-auto?v=638247946139430000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/hummus-clasico-con-pasta-de-mani-kamar-230-gr/p,conservas,almacen
KAMAR,Hummus Pimenton Kamar 230 Gr,$3.486,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/788063-500-auto?v=638247946155770000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/hummus-pimenton-kamar-230-gr/p,conservas,almacen
SWIFT,Pate De Foie Swift 85 Gr,$1.050,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/769213-500-auto?v=638119858079700000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/pate-de-foie-swift-85-gr/p,conservas,almacen
CUISINE & CO NBE MP,Choritos En Aceite Y Agua Cusine-co 190 Gr,$2.100,$2.800,-25%,https://jumboargentinaio.vtexassets.com/arquivos/ids/753791-500-auto?v=638016394032200000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/choritos-en-aceite-y-agua-cusine-co-190-gr/p,conservas,almacen
CUISINE & CO NBE MP,Pulpa De Manzana Cuisine & Co 90 Gr,"$787,5",$1.050,-25%,https://jumboargentinaio.vtexassets.com/arquivos/ids/824463-500-auto?v=638514813844200000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/pulpa-de-manzana-cuisine-co-90-gr/p,conservas,almacen
VIGENTE,Porotos Secos Remojados Vigente 340 Gr,$850,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/786020-500-auto?v=638231313908730000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/porotos-secos-remojados-vigente-340-gr/p,conservas,almacen
SOCOCO,Leche De Coco Sococo 200 Gr,$5.000,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/687697-500-auto?v=637799421703730000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/leche-de-coco-sococo-200-gr-2/p,conservas,almacen
SWIFT,Jamón Del Diablo Swift 85 Gr,$1.250,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/769212-500-auto?v=638119858077030000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/jamon-del-diablo-swift-85-gr/p,conservas,almacen
SWIFT,Picadillo Picante Swift 90 Gr,$1.000,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/769207-500-auto?v=638119858062470000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/picadillo-picante-swift-90-gr/p,conservas,almacen
CUISINE & CO NBE MP,Surtidos De Mariscos en Agua Y Aceite Cusine-co 190 Gr,$3.690,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/753781-500-auto?v=638016393992870000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/surtidos-de-mariscos-en-agua-y-aceite-cusine-co-190-gr/p,conservas,almacen
SWIFT,Paté De Foie Con Hongos Swift 85 Gr,$1.650,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/769204-500-auto?v=638119858054770000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/pate-de-foie-con-hongos-swift-85-gr/p,conservas,almacen
BONDUELLE,Arvejas Bonduelle 200 Gr,$3.100,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/790361-500-auto?v=638272893659570000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/arvejas-bonduelle-200-gr/p,conservas,almacen
LA CAMPAGNOLA,Jardinera Hortalizas Y Legumbres La Campagnola 300 Gr,$1.400,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/783900-500-auto?v=638215763476000000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/jardinera-hortalizas-y-legumbres-la-campagnola-300-gr/p,conservas,almacen
SWIFT,Paté De Foie Swift Pimienta Verde 85 Gr,$1.650,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/769205-500-auto?v=638119858057270000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/pate-de-foie-swift-pimienta-verde-85-gr/p,conservas,almacen
CUISINE & CO NBE MP,Pulpa De Manzana Pera Banana Cuisine&co 90 Gr,$1.050,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/824462-500-auto?v=638514813841500000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/pulpa-de-manzana-pera-banana-cuisine-co-90-gr/p,conservas,almacen
GENTLEMAN,Ananá En Rodajas Gentleman 820 Gr,$7.500,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/158663-500-auto?v=636383004822900000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/anana-gentleman-2/p,conservas,almacen
LA CAMPAGNOLA,Jardinera Arcor X300g,$1.250,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/774902-500-auto?v=638157118271400000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/jardinera-arcor-x300g/p,conservas,almacen
PAMPA GOURMET,Pampagourmet Hummus De Garbanzo X180gr,$4.150,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/751893-500-auto?v=638010993682430000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/pampagourmet-hummus-de-garbanzo-x180gr/p,conservas,almacen
MOLÉ,Hummus De Garbanzo Molé 150 Gr,$2.500,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/798781-500-auto?v=638343634287700000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/hummus-de-garbanzo-mole-150-gr/p,conservas,almacen
CUISINE & CO NBE MP,Pulpa De Pera Cuisine & Co 90 Gr,"$787,5",$1.050,-25%,https://jumboargentinaio.vtexassets.com/arquivos/ids/824461-500-auto?v=638514813839000000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/pulpa-de-pera-cuisine-co-90-gr/p,conservas,almacen
CRISTO DE LOS CERROS,Pimiento Morron Cristo De Los Cerros 310 Gr,$9.950,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/799481-500-auto?v=638345366195470000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/pimiento-morron-cristo-de-los-cerros-310-gr/p,conservas,almacen
LA GIOCONDA,Peras En Mitades La Gioconda X820g,$3.300,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/773740-500-auto?v=638145021897930000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/peras-en-mitades-la-gioconda-x820g/p,conservas,almacen
KAMAR,Hummus Olivas Negras Kamar 230 Gr,$3.486,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/788061-500-auto?v=638247946148330000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/hummus-olivas-negras-kamar-230-gr/p,conservas,almacen
BOCATTI,Paté Bocatti Clásico 90 Gr,$1.722,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/686770-500-auto?v=637793481828570000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/pate-bocatti-clasico-90-gr/p,conservas,almacen
SANTA MARIA,Caldo De Verduras Santa Maria 250 Gr,"$2.999,25",$3.999,-25%,https://jumboargentinaio.vtexassets.com/arquivos/ids/781344-500-auto?v=638194918447770000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/caldo-de-verduras-santa-maria-250-gr/p,conservas,almacen
GENTLEMAN,Zapallo En Almibar Genteman,$5.700,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/284063-500-auto?v=636389635985670000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/zapallo-en-almibar-genteman/p,conservas,almacen
LA GIOCONDA,Coctel La Gioconda 4 Frutas Eop X820g,$4.050,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/773744-500-auto?v=638145021909670000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/coctel-la-gioconda-4-frutas-eop-x820g/p,conservas,almacen
CRISTO DE LOS CERROS,Pimientos Morrones Cristo De Los Cerros 200 Gr,$5.400,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/754228-500-auto?v=638019633897470000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/pimientos-morrones-cristo-de-los-cerros-200-gr/p,conservas,almacen
LA COSTEÑA,Chiles Nachos De Jalapeños La Costeña 380 Gr,$8.050,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/181710-500-auto?v=636383417762370000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/chiles-nachos-de-jalapenos-la-costena-380-gr/p,conservas,almacen
LA COSTEÑA,Porotos Bayos Enteros La Costeña 400 Gr,$5.700,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/181707-500-auto?v=636383417695300000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/porotos-bayos-enteros-la-costena-400-gr/p,conservas,almacen
SANTA MARIA,Hummus De Alcaucil Santa Maria,$6.999,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/823464-500-auto?v=638508255562100000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/hummus-de-alcaucil-santa-maria/p,conservas,almacen
BOCATTI,Paté Bocatti Jamón 90 Gr,$1.794,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/686773-500-auto?v=637793481837500000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/pate-bocatti-jamon-90-gr/p,conservas,almacen
