brand,product_name,price_with_discount,original_price,discount_percentage,image,link,sub_category,category
ZEN,Pizza Zen Mozza X 1 490gr,$6.630,$10.200,-35%,https://jumboargentinaio.vtexassets.com/arquivos/ids/833682-500-auto?v=638615717039400000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/pizza-zen-mozza-x-1-490gr/p,comidas-congeladas,congelados
PIETRO,Pizza Pietro Mozzarella 940g,$7.540,$11.600,-35%,https://jumboargentinaio.vtexassets.com/arquivos/ids/800689-500-auto?v=638357458146830000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/pizza-pietro-mozzarella-940g/p,comidas-congeladas,congelados
ZEN,Pizza Zen Marga X 1 550gr,"$6.727,5",$10.350,-35%,https://jumboargentinaio.vtexassets.com/arquivos/ids/833619-500-auto?v=638615080118530000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/pizza-zen-marga-x-1-550gr/p,comidas-congeladas,congelados
NOT CHICKEN,Not Chicken Burger Crispy Burger 2x100g,$4.400,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/801602-500-auto?v=638373335030330000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/not-chicken-burger-crispy-burger-2x100g/p,comidas-congeladas,congelados
NOT CHICKEN,Notchicken Sticks 300 Gr,$5.800,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/756487-500-auto?v=638028490204000000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/notchicken-sticks-300-gr/p,comidas-congeladas,congelados
ZEN,Pizza Zen Porto X 1 520gr,"$6.727,5",$10.350,-35%,https://jumboargentinaio.vtexassets.com/arquivos/ids/833721-500-auto?v=638615722801100000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/pizza-zen-porto-x-1-520gr/p,comidas-congeladas,congelados
EL NOBLE,Emanadas El Noble De Espinaca Y Queso X4 320g,$4.290,$6.600,-35%,https://jumboargentinaio.vtexassets.com/arquivos/ids/528218-500-auto?v=636890373019430000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/emanadas-el-noble-de-espinaca-y-queso-x4-320g/p,comidas-congeladas,congelados
CUISINE & CO READY MP,Empanadas Cuisine Y Co Jamon Y Queso  4 U,$3.750,$5.000,-25%,https://jumboargentinaio.vtexassets.com/arquivos/ids/696721-500-auto?v=637855582207400000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/empanadas-cuisine-y-co-jamon-y-queso-4-u/p,comidas-congeladas,congelados
EL NOBLE,Emanadas El Noble De Humita X4 320g,$4.290,$6.600,-35%,https://jumboargentinaio.vtexassets.com/arquivos/ids/528227-500-auto?v=636890373048200000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/emanadas-el-noble-de-humita-x4-320g/p,comidas-congeladas,congelados
HORNO CASERO,Pizza Horno Casero Mozzarella 470 Gr,$4.680,$7.200,-35%,https://jumboargentinaio.vtexassets.com/arquivos/ids/778614-500-auto?v=638181310007130000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/pizza-horno-casero-mozzarella-470-gr/p,comidas-congeladas,congelados
CUISINE & CO READY MP,Empanadas Cuisine Y Co Carne 4 U,$3.750,$5.000,-25%,https://jumboargentinaio.vtexassets.com/arquivos/ids/696723-500-auto?v=637855582213170000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/empanadas-cuisine-y-co-carne-4-u/p,comidas-congeladas,congelados
EL NOBLE,Emanadas El Noble De Jamón Y Queso X4 320g,$4.290,$6.600,-35%,https://jumboargentinaio.vtexassets.com/arquivos/ids/817407-500-auto?v=638479498965530000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/emanadas-el-noble-de-jamon-y-queso-x4-320g/p,comidas-congeladas,congelados
NOT CHICKEN,Notchicken Nuggets 300 Gr,$5.850,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/760564-500-auto?v=638049549712400000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/notchicken-nuggets-300-gr/p,comidas-congeladas,congelados
EL NOBLE,Empanadas El Noble Carne Suave 4 U,$4.290,$6.600,-35%,https://jumboargentinaio.vtexassets.com/arquivos/ids/653114-500-auto?v=637603602326930000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/empanadas-el-noble-carne-suave-4-u/p,comidas-congeladas,congelados
PIETRO,Pizza Pietro Pepperoni 510g,$5.590,$8.600,-35%,https://jumboargentinaio.vtexassets.com/arquivos/ids/800692-500-auto?v=638357458159170000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/pizza-pietro-pepperoni-510g/p,comidas-congeladas,congelados
ZEN,Pizza Zen Papa X1 510 Gr,"$6.792,5",$10.450,-35%,https://jumboargentinaio.vtexassets.com/arquivos/ids/836096-500-auto?v=638629834705100000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/pizza-zen-papa-x1-510-gr/p,comidas-congeladas,congelados
PIETRO,Pizza Pietro Mozzarella Masa Madre 600gr,"$6.792,5",$10.450,-35%,https://jumboargentinaio.vtexassets.com/arquivos/ids/822801-500-auto?v=638508243379630000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/pizza-pietro-mozzarella-masa-madre-600gr/p,comidas-congeladas,congelados
PIETRO,Pizzeta Pietro Masa Madre 540gr X3 U,$9.950,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/822802-500-auto?v=638508243382400000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/pizzeta-pietro-masa-madre-540gr-x3-u/p,comidas-congeladas,congelados
CUISINE & CO READY MP,Empanadas Cuisine Y Co Verdura Y Salsa Blanca 4 U,$5.000,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/696722-500-auto?v=637855582210500000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/empanadas-cuisine-y-co-verdura-y-salsa-blanca-4-u/p,comidas-congeladas,congelados
NOT CHICKEN,Not Chicken Burger 2x80grs,$3.400,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/805072-500-auto?v=638392017658200000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/not-chicken-burger-2x80grs/p,comidas-congeladas,congelados
NOT CHICKEN,Notchicken Crispy Rellena Napolitana 240 Gr,$5.000,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/798903-500-auto?v=638343638384300000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/notchicken-crispy-rellena-napolitana-240-gr/p,comidas-congeladas,congelados
NOTBURGUER,Medallón Premium Not Burger 2 U De 160 Gr,$4.150,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/696733-500-auto?v=637855582245670000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/medallon-premium-not-burger-2-u-de-160-gr/p,comidas-congeladas,congelados
EL NOBLE,Empanadas El Noble De Pollo 4 U,$6.600,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/683789-500-auto?v=637774473746300000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/empanadas-el-noble-de-pollo-4-u/p,comidas-congeladas,congelados
HORNO CASERO,Pizza Horno Casero Jamón Y Mozza 470 Gr,$7.200,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/778615-500-auto?v=638181310010200000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/pizza-horno-casero-jamon-y-mozza-470-gr/p,comidas-congeladas,congelados
NOT CHICKEN,Notchicken Crispy Rellena Espinaca 240 Gr,$5.000,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/798902-500-auto?v=638343636579130000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/notchicken-crispy-rellena-espinaca-240-gr/p,comidas-congeladas,congelados
PIETRO,Pizza Pietro Mozzarella Y Jamon 510g,$5.590,$8.600,-35%,https://jumboargentinaio.vtexassets.com/arquivos/ids/800691-500-auto?v=638357458154630000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/pizza-pietro-mozzarella-y-jamon-510g/p,comidas-congeladas,congelados
NOTMILA,Notchicken Mila 110 Gr,$4.150,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/791536-500-auto?v=638288338267830000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/notchicken-mila-110-gr/p,comidas-congeladas,congelados
NOTBURGUER,Medallón Premium Not Burger 320 Gr,$7.500,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/696731-500-auto?v=637855582239530000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/medallon-premium-not-burger-320-gr/p,comidas-congeladas,congelados
HORNO CASERO,Pizza Horno Casero Peperoni 470 Gr,$4.680,$7.200,-35%,https://jumboargentinaio.vtexassets.com/arquivos/ids/778617-500-auto?v=638181310017230000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/pizza-horno-casero-peperoni-470-gr/p,comidas-congeladas,congelados
NOT CHICKEN,Not Burguer Quick 2 U De 65 Gr,$1.900,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/798904-500-auto?v=638343638388530000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/not-burguer-quick-2-u-de-65-gr/p,comidas-congeladas,congelados
PIETRO,Empanadas Pietro Jamon Y Queso 340 Gr,"$4.712,5",$7.250,-35%,https://jumboargentinaio.vtexassets.com/arquivos/ids/583393-500-auto?v=637237266409700000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/empanadas-pietro-jamon-y-queso-340-gr/p,comidas-congeladas,congelados
GRUPOLAR,Bocaditos De Espinaca Grupolar 300 Gr,$3.700,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/687728-500-auto?v=637799529669230000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/bocaditos-de-espinaca-grupolar-300-gr/p,comidas-congeladas,congelados
PIETRO,Pizza Pietro Palita Mozza Y Jamon 200g,$2.405,$3.700,-35%,https://jumboargentinaio.vtexassets.com/arquivos/ids/800693-500-auto?v=638357458162130000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/pizza-pietro-palita-mozza-y-jamon-200g/p,comidas-congeladas,congelados
EL NOBLE,Tarta El Noble Integral De Calabaza X240g,$4.030,$6.200,-35%,https://jumboargentinaio.vtexassets.com/arquivos/ids/528225-500-auto?v=636890373042600000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/tarta-el-noble-integral-de-calabaza-x240g/p,comidas-congeladas,congelados
NOTMILA,Notmila 110 Gr,$3.650,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/791537-500-auto?v=638288338271630000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/notmila-110-gr/p,comidas-congeladas,congelados
NOTBURGUER,Medallón Premium Not Burger 240 Gr,$6.250,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/696732-500-auto?v=637855582242700000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/medallon-premium-not-burger-240-gr/p,comidas-congeladas,congelados
EL NOBLE,Tarta El Noble Espinaca 240 Gr,$4.030,$6.200,-35%,https://jumboargentinaio.vtexassets.com/arquivos/ids/528223-500-auto?v=636890373035530000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/tarta-el-noble-espinaca-240-gr/p,comidas-congeladas,congelados
NOTMEAT,Picada Notmeat 400 Gr,$6.750,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/785361-500-auto?v=638223765719100000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/picada-notmeat-400-gr/p,comidas-congeladas,congelados
NOTBURGUER,Notburger Parrillera 110 Gr,$5.150,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/756486-500-auto?v=638028490199170000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/notburger-parrillera-110-gr/p,comidas-congeladas,congelados
FU BAO,Arrollado Primara Fu Bao Carne 360 Gr,$7.800,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/765226-500-auto?v=638095018546130000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/arrollado-primara-fu-bao-carne-360-gr/p,comidas-congeladas,congelados
NOT CHICKEN,Bocaditos De Pollo Not Chicken Spicy Bites X 250 Gr,$6.000,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/833137-500-auto?v=638610934453300000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/bocaditos-de-pollo-not-chicken-spicy-bites-x-250-gr/p,comidas-congeladas,congelados
FU BAO,Arrollados Fu Bao Primavera De Vegetales 500 Gr,$7.500,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/565183-500-auto?v=637123224560600000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/arrollados-fu-bao-primavera-de-vegetales-500-gr/p,comidas-congeladas,congelados
PIETRO,Empanada De Carne Pietro X 4u - 340 Gr,$7.100,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/583390-500-auto?v=637237266400900000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/empanada-de-carne-pietro-x-4u-340-gr/p,comidas-congeladas,congelados
D RAIZ,Hamburguesa Vegana D Raiz Plant Burger 80gx2,$2.600,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/808158-500-auto?v=638417289796600000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/hamburguesa-vegana-d-raiz-plant-burger-80gx2/p,comidas-congeladas,congelados
EL NOBLE,Tarta El Noble Jamón Y Queso 240 Gr,$6.200,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/528222-500-auto?v=636890373032700000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/tarta-el-noble-jamon-y-queso-240-gr/p,comidas-congeladas,congelados
NOT BASTONCITOS,Bastoncitos Notcheese 300 Gr,$6.500,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/760565-500-auto?v=638049549716500000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/bastoncitos-notcheese-300-gr/p,comidas-congeladas,congelados
CASA VEGANA,Toques Lentejas Casa Vegana 480 Gr,$5.350,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/678194-500-auto?v=637738077817500000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/toques-lentejas-casa-vegana-480-gr/p,comidas-congeladas,congelados
CASA VEGANA,Toques Tikka Casa Vegana 480 Gr,$5.350,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/678193-500-auto?v=637738077813130000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/toques-tikka-casa-vegana-480-gr/p,comidas-congeladas,congelados
FU BAO,Ravioles De Carne Y Acelga Fu Bao X 400grs,$5.650,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/564953-500-auto?v=637121496902470000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/ravioles-de-carne-y-acelga-fu-bao-x-400grs/p,comidas-congeladas,congelados
CASA VEGANA,Toques Thai Casa Vegana 480 Gr,$5.350,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/678201-500-auto?v=637738077841300000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/toques-thai-casa-vegana-480-gr/p,comidas-congeladas,congelados
FU BAO,Ravioles Fu Bao De Cerdo Y Choclo 400 Gr,$5.650,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/564950-500-auto?v=637121496866970000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/ravioles-fu-bao-de-cerdo-y-choclo-400-gr/p,comidas-congeladas,congelados
CUISINE & CO READY MP,Bocaditos De Jamon Y Queso Cuisine & Co Ready,$7.275,$9.700,-25%,https://jumboargentinaio.vtexassets.com/arquivos/ids/822917-500-auto?v=638508247510000000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/bocaditos-de-jamon-y-queso-cuisine-co-ready/p,comidas-congeladas,congelados
KEILA,Pizza Keila De Mozzarella X310g,"$4.647,5",$7.150,-35%,https://jumboargentinaio.vtexassets.com/arquivos/ids/714186-500-auto?v=637956562085570000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/pizza-keila-de-mozzarella-x310g/p,comidas-congeladas,congelados
KEILA,Pizza Keila De Mozzarella Y Jamón X360g,$5.200,$8.000,-35%,https://jumboargentinaio.vtexassets.com/arquivos/ids/714187-500-auto?v=637956562089330000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/pizza-keila-de-mozzarella-y-jamon-x360g/p,comidas-congeladas,congelados
RANA,Salsa Fresca Rana A La Bolognesa 225 Gr,$6.500,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/669856-500-auto?v=637691638303400000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/salsa-fresca-rana-a-la-bolognesa-225-gr/p,comidas-congeladas,congelados
VEG-IDEA,Masa Para Pizza Vegidea X360g 2u,"$4.647,5",$7.150,-35%,https://jumboargentinaio.vtexassets.com/arquivos/ids/714180-500-auto?v=637956562063700000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/masa-para-pizza-vegidea-x360g-2u/p,comidas-congeladas,congelados
KEILA,Masa Para Pizza Keila Con Salsa Tomate X420g 2u,"$4.647,5",$7.150,-35%,https://jumboargentinaio.vtexassets.com/arquivos/ids/714185-500-auto?v=637956562081670000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/masa-para-pizza-keila-con-salsa-tomate-x420g-2u/p,comidas-congeladas,congelados
PATY,Hamburguesas Paty De Carne 12 U- 960 Gr,$13.350,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/773991-500-auto?v=638146533947070000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/hamburguesas-paty-de-carne-12-u-960-gr/p,hamburguesas-y-milanesas,congelados
UNION GANADERA,Hamburguesas Union Ganadera Clasicas 12 U - 996 Gr,$16.000,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/795988-500-auto?v=638315445921600000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/hamburguesas-union-ganadera-clasicas-12-u-996-gr/p,hamburguesas-y-milanesas,congelados
CUISINE & CO NBE MP,Hamburguesas Cuisine And Co. De Carne 996 Gr,$12.500,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/602306-500-auto?v=637353912309830000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/hamburguesas-cuisine-and-co-de-carne-996-gr/p,hamburguesas-y-milanesas,congelados
PATY,Hamburguesas Paty De Carne 4 U - 320 Gr,$4.800,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/773989-500-auto?v=638146533941270000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/hamburguesas-paty-de-carne-4-u-320-gr/p,hamburguesas-y-milanesas,congelados
PATY,Hamburguesa Paty Clasico 20 U- 1.6 Kg,$21.500,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/773987-500-auto?v=638146533934200000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/hamburguesa-paty-clasico-20-u-1-6-kg/p,hamburguesas-y-milanesas,congelados
SWIFT,Hamburguesa Swift Tipo Casera 2 U - 240 Gr,$3.540,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/769180-500-auto?v=638119749838930000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/hamburguesa-swift-tipo-casera-2-u-240-gr/p,hamburguesas-y-milanesas,congelados
EXPRESS,Medallón De Carne Express Con Soja 276 Gr,$2.940,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/803348-500-auto?v=638379382947870000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/medallon-de-carne-express-con-soja-276-gr/p,hamburguesas-y-milanesas,congelados
UNION GANADERA,Hamburguesas Clasicas Union Ganadera 20x83g,$25.100,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/805003-500-auto?v=638388562357030000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/hamburguesas-clasicas-union-ganadera-20x83g/p,hamburguesas-y-milanesas,congelados
PATY,Hamburguesas Paty De Carne Verde 4 U - 320 Gr,$5.300,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/770784-500-auto?v=638128498825600000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/hamburguesas-paty-de-carne-verde-4-u-320-gr/p,hamburguesas-y-milanesas,congelados
SWIFT,Hamburguesa Swift De Carne 4 U - 320 Gr,"$2.647,45",$4.073,-35%,https://jumboargentinaio.vtexassets.com/arquivos/ids/769173-500-auto?v=638119749816030000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/hamburguesa-swift-de-carne-4-u-320-gr/p,hamburguesas-y-milanesas,congelados
GOOD MARK,Medallon Good Mark Traditional 640 Gr,$8.250,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/819041-500-auto?v=638488894579100000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/medallon-good-mark-traditional-640-gr/p,hamburguesas-y-milanesas,congelados
PATY,Hamburguesas Paty De Cancha 10 U - 1250 Gr,$17.000,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/774037-500-auto?v=638146534092900000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/hamburguesas-paty-de-cancha-10-u-1250-gr/p,hamburguesas-y-milanesas,congelados
PATY,Hamburguesas Paty De Carne 4 U - 480 Gr,$7.400,,,https://jumboargentinaio.vtexassets.com/arquivos/ids/773990-500-auto?v=638146533943930000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/hamburguesas-paty-de-carne-4-u-480-gr/p,hamburguesas-y-milanesas,congelados
CUISINE & CO NBE MP,Hamburguesas Cuisine And Co. De Carne 332 Gr,$3.300,$4.400,-25%,https://jumboargentinaio.vtexassets.com/arquivos/ids/602304-500-auto?v=637353912304830000&width=500&height=auto&aspect=true,https://www.jumbo.com.ar/hamburguesas-cuisine-and-co-de-carne-332-gr/p,hamburguesas-y-milanesas,congelados
